"Bay","Period","Site","Num_quads","Sum_spat","Sum_seed","Sum_legal","CPUE_Spat","CPUE_seed","CPUE_Legal"
"St. Andrew",5,"East Power Lines",15,21,0,0,1.4,0,0
"St. Andrew",5,"Goose Point",15,62,138,4,4.13333333333333,9.2,0.266666666666667
"St. Andrew",5,"Little Oyster Bar Point",12,68,14,0,5.66666666666667,1.16666666666667,0
"St. Andrew",5,"Newman Bayou Bar",15,32,17,4,2.13333333333333,1.13333333333333,0.266666666666667
"St. Andrew",5,"Off Little Oyster Bar Ridge",15,70,17,0,4.66666666666667,1.13333333333333,0
"St. Andrew",5,"South Channel Ridge",15,361,231,25,24.0666666666667,15.4,1.66666666666667
"St. Andrew",5,"West Bay Point",30,3318,260,4,110.6,8.66666666666667,0.133333333333333
"St. Andrew",7,"Crooked Creek Point",15,269,153,7,17.9333333333333,10.2,0.466666666666667
"St. Andrew",7,"Doyle Bayou",30,683,281,0,22.7666666666667,9.36666666666667,0
"St. Andrew",7,"East Power Lines",15,2001,340,13,133.4,22.6666666666667,0.866666666666667
"St. Andrew",7,"Goose Point",15,1132,550,17,75.4666666666667,36.6666666666667,1.13333333333333
"St. Andrew",7,"Little Oyster Bar Point",15,941,857,6,62.7333333333333,57.1333333333333,0.4
"St. Andrew",7,"Newman Bayou Bar",15,186,116,8,12.4,7.73333333333333,0.533333333333333
"St. Andrew",7,"Off Little Oyster Bar Ridge",15,930,1640,57,62,109.333333333333,3.8
"St. Andrew",7,"South Channel Ridge",15,1465,478,11,97.6666666666667,31.8666666666667,0.733333333333333
"St. Andrew",7,"West Bay Point",30,3707,213,0,123.566666666667,7.1,0
