"Survey","Site","Station","StationName","Quadrat","TotalSpat","TotalSeed","TotalLegal","Weight_kg","Number_drills","Month","Day","Year","Period","Season"
"Fall","AB",11,"Cat Point",12,1,0,0,0.31,0,9,25,2020,11,"Winter"
"Fall","AB",11,"Cat Point",13,2,0,0,0.55,0,9,25,2020,11,"Winter"
"Fall","AB",11,"Cat Point",14,5,0,0,0.65,0,9,25,2020,11,"Winter"
"Fall","AB",11,"Cat Point",15,4,0,0,0.52,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",1,1,0,0,0.46,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",2,0,0,0,0.64,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",3,0,0,0,0.3,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",4,0,0,0,0.39,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",5,2,0,0,0.44,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",6,0,0,0,0.36,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",7,0,0,0,0.33,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",8,2,0,0,0.2,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",9,0,0,0,0.56,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",10,0,0,0,0.56,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",11,2,0,0,0.64,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",12,1,0,0,0.62,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",13,0,0,0,0.74,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",14,2,0,0,1.07,0,9,25,2020,11,"Winter"
"Fall","AB",12,"Easthole #7",15,0,0,0,0.53,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",1,1,0,0,0.62,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",2,2,0,0,0.35,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",3,2,0,0,0.31,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",4,2,0,0,0.46,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",5,4,0,0,0.28,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",6,5,0,0,0.72,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",7,4,0,0,0.4,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",8,3,0,0,0.38,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",9,3,0,0,0.44,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",10,2,0,0,0.49,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",11,0,0,0,0.32,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",12,1,0,0,0.33,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",13,1,0,0,0.36,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",14,4,0,0,0.56,0,9,25,2020,11,"Winter"
"Fall","AB",13,"Platform",15,2,0,0,0.44,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",1,2,0,0,0.19,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",2,0,0,0,0.07,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",3,0,0,0,0.18,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",4,0,0,0,0.05,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",5,0,0,0,0.09,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",6,0,0,0,0.2,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",7,0,0,0,0.08,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",8,11,1,0,0.6,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",9,0,0,0,0.13,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",10,0,0,0,0.2,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",11,0,0,0,0.15,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",12,0,0,0,0.11,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",13,0,0,0,0.08,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",14,0,0,0,0.1,0,9,25,2020,11,"Winter"
"Fall","AB",14,"Porters",15,0,0,0,0.09,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",1,0,0,0,0.26,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",2,0,0,0,0.25,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",3,1,0,0,0.4,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",4,0,0,0,0.25,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",5,0,0,0,0.27,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",6,1,0,0,0.29,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",7,1,0,0,0.22,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",8,0,0,0,0.32,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",9,0,0,0,0.49,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",10,0,0,0,0.48,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",11,0,0,0,0.46,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",12,0,0,0,0.38,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",13,0,0,0,0.76,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",14,1,0,0,0.88,0,9,25,2020,11,"Winter"
"Fall","AB",15,"Bulkhead",15,0,0,0,0.53,0,9,25,2020,11,"Winter"
"Fall","AB",1,"Paradise Flats",1,10,2,0,1.75,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",2,7,2,0,1.67,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",3,7,2,0,1.73,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",4,1,0,0,1.07,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",5,3,1,0,0.78,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",6,9,2,0,0.9985,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",7,3,1,0,1,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",8,11,3,0,1.82,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",9,6,1,0,1.4,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",10,8,2,0,1.01,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",11,0,0,0,1.11,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",12,0,0,0,0.96,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",13,0,0,0,1.1,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",14,8,2,0,2.34,0,10,1,2020,12,"Winter"
"Fall","AB",1,"Paradise Flats",15,6,1,0,2.31,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",1,0,0,0,1.56,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",2,0,0,0,0.61,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",3,0,0,0,0.84,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",4,0,0,0,1.66,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",5,0,0,0,0.75,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",6,2,0,0,1.32,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",7,3,1,0,1.15,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",8,0,0,0,0.51,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",9,0,0,0,0.39,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",10,0,0,0,0.77,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",11,0,0,0,1.51,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",12,1,0,0,1.94,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",13,1,0,0,0.93,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",14,1,0,0,0.66,0,10,1,2020,12,"Winter"
"Fall","AB",2,"Cabbage Top",15,5,1,0,4.28,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",1,0,0,0,0.65,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",2,0,0,0,0.69,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",3,1,0,0,0.55,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",4,2,0,0,0.92,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",5,2,0,0,0.72,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",6,2,0,0,0.78,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",7,1,0,0,0.54,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",8,1,0,0,0.9,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",9,6,1,0,1.33,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",10,1,0,0,0.76,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",11,0,0,0,2.28,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",12,1,0,0,2.5,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",13,0,0,0,2.52,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",14,0,0,0,2.77,0,10,1,2020,12,"Winter"
"Fall","AB",3,"Dry Bar North",15,1,0,0,2.3,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",1,0,0,0,0.37,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",2,0,0,0,0.4,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",3,0,0,0,0.45,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",4,0,0,0,0.34,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",5,0,0,0,0.36,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",6,0,0,0,0.38,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",7,0,0,0,0.18,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",8,0,0,0,0.4,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",9,0,0,0,0.3,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",10,0,0,0,0.41,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",11,0,0,0,0.24,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",12,0,0,0,0.18,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",13,0,0,0,0.4,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",14,0,0,0,0.3,0,10,1,2020,12,"Winter"
"Fall","AB",5,"Eleven Mile",15,0,0,0,0.41,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",1,2,0,0,0.94,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",2,10,2,0,1.08,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",3,17,4,0,1.28,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",4,10,2,0,0.9,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",5,22,5,0,2.16,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",6,14,3,0,1.72,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",7,21,5,0,1.77,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",8,25,6,0,2.41,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",9,36,9,1,2.39,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",10,9,2,0,1.3,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",11,22,5,0,2.42,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",12,17,4,0,1.96,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",13,28,7,0,2.21,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",14,16,4,0,2.33,0,10,1,2020,12,"Winter"
"Fall","AB",6,"Halfmoon",15,7,2,0,2.17,0,10,1,2020,12,"Winter"
"Spring","AB",1,"Paradise Flats",1,0,0,0,0.4,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",2,0,0,0,0.5,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",3,0,0,0,0.3,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",4,0,0,0,0.5,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",5,1,0,0,0.9,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",6,0,0,0,0.5,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",7,0,0,0,0.5,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",8,0,0,0,0.6,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",9,1,0,0,0.5,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",10,0,0,0,0.5,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",11,2,0,0,0.8,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",12,0,0,0,0.6,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",13,1,0,0,1,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",14,0,0,0,0.8,0,3,24,2021,12,"Winter"
"Spring","AB",1,"Paradise Flats",15,3,1,0,1.2,0,3,24,2021,12,"Winter"
"Spring","AB",2,"Cabbage Top",1,9,1,0,1.5,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",2,0,0,0,0.7,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",3,2,0,0,0.6,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",4,0,0,0,1.2,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",5,0,0,0,0.8,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",6,0,0,0,1.5,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",7,0,0,0,0.6,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",8,9,1,0,2.3,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",9,0,0,0,0.8,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",10,0,0,0,0.8,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",11,0,0,0,0.8,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",12,2,0,0,1.2,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",13,1,0,0,1.5,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",14,2,0,0,1.1,0,4,7,2021,13,"Winter"
"Spring","AB",2,"Cabbage Top",15,1,0,0,0.9,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",1,0,0,0,0.9,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",2,2,0,0,0.6,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",3,0,0,0,0.7,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",4,1,0,0,0.8,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",5,1,0,0,0.9,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",6,4,1,0,1.5,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",7,3,0,0,1.2,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",8,0,0,0,0.8,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",9,2,0,0,0.7,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",10,2,0,0,1.1,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",11,3,0,0,0.9,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",12,0,0,0,0.6,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",13,4,1,0,0.7,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",14,2,0,0,0.9,0,4,7,2021,13,"Winter"
"Spring","AB",3,"Dry Bar North",15,2,0,0,1.2,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",1,0,0,0,1,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",2,0,0,0,1.4,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",3,2,0,0,1.1,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",4,5,1,0,1.8,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",5,2,0,0,1.2,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",6,0,0,0,1,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",7,1,0,0,1.4,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",8,1,0,0,1.2,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",9,2,0,0,1,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",10,1,0,0,0.9,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",11,4,1,0,1.6,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",12,0,0,0,1.2,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",13,0,0,0,0.7,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",14,7,1,0,2.1,0,4,7,2021,13,"Winter"
"Spring","AB",4,"Green Point",15,8,1,0,1.7,0,4,7,2021,13,"Winter"
"Spring","AB",5,"Eleven Mile",1,1,0,0,0.5,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",2,0,0,0,0.5,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",3,0,0,0,0.3,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",4,0,0,0,0.7,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",5,0,0,0,0.6,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",6,0,0,0,0.3,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",7,0,0,0,0.6,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",8,0,0,0,0.4,1,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",9,0,0,0,0.4,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",10,0,0,0,0.4,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",11,0,0,0,0.2,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",12,0,0,0,0.5,0,3,24,2021,12,"Winter"
