"Harvested","Processed","Round","Bay","Site","Ident","Midpoint","Side_of_Boat","Sample_ID","Quadrat","Weight_kg","Adults_75mm","Seed_26_74mm","Spat_0_25mm","Live","Dead","notes","Project","RowID","LocationID"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #1","TB1MP","MP1","Bow","TB1-MP1-B1","1","0.92","0","0","0","0","0","","NRDA_PCola","11","308181"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #1","TB1MP","MP1","Bow","TB1-MP1-B2","2","0.82","0","0","0","0","0","","NRDA_PCola","12","308181"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #1","TB1MP","MP1","Bow","TB1-MP1-B3","3","0.42","0","0","0","0","0","","NRDA_PCola","13","308181"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #1","TB1MP","MP1","Bow","TB1-MP1-B4","4","0.71","0","0","1","1","0","","NRDA_PCola","14","308181"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #1","TB1MP","MP1","Bow","TB1-MP1-B5","5","0.62","0","0","0","0","0","","NRDA_PCola","15","308181"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Starboard","TB2-MP1-S1","1","2.93","0","0","0","0","2","","NRDA_PCola","16","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Starboard","TB2-MP1-S2","2","2.08","0","2","2","4","0","","NRDA_PCola","17","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Starboard","TB2-MP1-S3","3","3.3","0","0","0","0","2","","NRDA_PCola","18","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Starboard","TB2-MP1-S4","4","2.16","0","7","21","28","1","","NRDA_PCola","19","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Starboard","TB2-MP1-S5","5","2.85","1","1","9","11","4","","NRDA_PCola","20","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Port","TB2-MP1-P1","1","4.54","0","4","20","24","4","","NRDA_PCola","21","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Port","TB2-MP1-P2","2","4.84","0","1","38","39","9","","NRDA_PCola","22","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Port","TB2-MP1-P3","3","3.23","0","0","52","52","3","","NRDA_PCola","23","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Port","TB2-MP1-P4","4","3.5","0","8","27","35","8","","NRDA_PCola","24","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Port","TB2-MP1-P5","5","3.7","0","2","91","93","9","","NRDA_PCola","25","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Bow","TB2-MP1-B1","1","8.31","0","1","36","37","11","","NRDA_PCola","26","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Bow","TB2-MP1-B2","2","5.44","0","9","65","74","10","","NRDA_PCola","27","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Bow","TB2-MP1-B3","3","2.24","0","4","22","26","3","","NRDA_PCola","28","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Bow","TB2-MP1-B4","4","3.13","0","4","34","38","8","","NRDA_PCola","29","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP1","MP1","Bow","TB2-MP1-B5","5","3.2","0","4","57","61","3","","NRDA_PCola","30","308182"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Starboard","TB2-MP2-S1","1","1.29","0","0","4","4","0","","NRDA_PCola","31","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Starboard","TB2-MP2-S2","2","1.84","0","0","15","15","0","","NRDA_PCola","32","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Starboard","TB2-MP2-S3","3","2.11","0","2","67","69","1","","NRDA_PCola","33","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Starboard","TB2-MP2-S4","4","1.07","0","0","4","4","0","","NRDA_PCola","34","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Starboard","TB2-MP2-S5","5","0.99","0","0","13","13","0","","NRDA_PCola","35","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Port","TB2-MP2-P1","1","2.43","0","2","72","74","1","","NRDA_PCola","36","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Port","TB2-MP2-P2","2","2.29","0","0","76","76","2","","NRDA_PCola","37","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Port","TB2-MP2-P3","3","2.33","0","1","128","129","0","","NRDA_PCola","38","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Port","TB2-MP2-P4","4","2.73","0","0","32","32","0","","NRDA_PCola","39","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Port","TB2-MP2-P5","5","1.76","0","2","61","63","0","","NRDA_PCola","40","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Bow","TB2-MP2-B1","1","3.49","1","3","72","76","2","","NRDA_PCola","41","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Bow","TB2-MP2-B2","2","2.63","0","1","99","100","1","","NRDA_PCola","42","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Bow","TB2-MP2-B3","3","3.83","0","0","108","108","3","","NRDA_PCola","43","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Bow","TB2-MP2-B4","4","3.83","0","5","107","112","6","","NRDA_PCola","44","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Trout Bayou #2","TB2MP2","MP2","Bow","TB2-MP2-B5","5","3.66","0","1","175","176","5","","NRDA_PCola","45","308183"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Starboard","BL2-MP1-S1","1","1.67","0","5","73","78","6","","NRDA_PCola","46","308133"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Starboard","BL2-MP1-S2","2","1.67","0","1","44","45","2","","NRDA_PCola","47","308133"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Starboard","BL2-MP1-S3","3","0.31","0","0","2","2","0","","NRDA_PCola","48","308133"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Starboard","BL2-MP1-S4","4","0.48","0","0","4","4","1","","NRDA_PCola","49","308133"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Starboard","BL2-MP1-S5","5","2.57","0","0","98","98","3","","NRDA_PCola","50","308133"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Port","BL2-MP1-P1","1","1.48","0","0","0","0","0","","NRDA_PCola","51","308133"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Port","BL2-MP1-P2","2","1.65","0","0","0","0","0","","NRDA_PCola","52","308133"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Port","BL2-MP1-P3","3","1.78","0","0","0","0","0","","NRDA_PCola","53","308133"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Port","BL2-MP1-P4","4","1.76","0","0","1","1","0","","NRDA_PCola","54","308133"
"9/20/2017 12:00:00 AM","9/20/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Port","BL2-MP1-P5","5","1.98","0","0","2","2","0","","NRDA_PCola","55","308133"
"9/20/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Bow","BL2-MP1-B1","1","1.44","0","3","38","41","1","","NRDA_PCola","56","308133"
"9/20/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Bow","BL2-MP1-B2","2","1.8","0","1","20","21","0","","NRDA_PCola","57","308133"
"9/20/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Bow","BL2-MP1-B3","3","2.39","0","3","50","53","1","","NRDA_PCola","58","308133"
"9/20/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Bow","BL2-MP1-B4","4","0.72","0","0","2","2","0","","NRDA_PCola","59","308133"
"9/20/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #2","BL2MP","MP1","Bow","BL2-MP1-B5","5","0.94","0","0","1","1","0","","NRDA_PCola","60","308133"
"9/20/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Starboard","BL1-MP1-S1","1","3.98","0","2","8","10","1","","NRDA_PCola","61","308132"
"9/20/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Starboard","BL1-MP1-S2","2","6.6","0","1","25","26","6","","NRDA_PCola","62","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Starboard","BL1-MP1-S3","3","3.15","0","0","11","11","2","","NRDA_PCola","63","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Starboard","BL1-MP1-S4","4","3.5","0","7","1","8","6","","NRDA_PCola","64","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Starboard","BL1-MP1-S5","5","3.59","0","2","7","9","1","","NRDA_PCola","65","308132"
"9/20/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Port","BL1-MP1-P1","1","3.85","0","2","15","17","2","","NRDA_PCola","66","308132"
"9/20/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Port","BL1-MP1-P2","2","3.16","0","7","21","28","3","","NRDA_PCola","67","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Port","BL1-MP1-P3","3","3.42","0","1","1","2","1","","NRDA_PCola","68","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Port","BL1-MP1-P4","4","2.7","0","4","3","7","6","","NRDA_PCola","69","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Port","BL1-MP1-P5","5","3.41","0","3","1","4","7","","NRDA_PCola","70","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Bow","BL1-MP1-B1","1","2.54","0","2","1","3","0","","NRDA_PCola","71","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Bow","BL1-MP1-B2","2","1.22","0","0","0","0","0","","NRDA_PCola","72","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Bow","BL1-MP1-B3","3","4.5","0","2","0","2","3","","NRDA_PCola","73","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Bow","BL1-MP1-B4","4","1.97","1","0","0","1","1","","NRDA_PCola","74","308132"
"9/20/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Boathouse Lumps #1","BL1MP","MP1","Bow","BL1-MP1-B5","5","1.85","0","0","0","0","2","","NRDA_PCola","75","308132"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Starboard","MB-MP1-S1","1","1.72","0","0","7","7","0","","NRDA_PCola","76","308166"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Starboard","MB-MP1-S2","2","1.99","0","1","47","48","7","","NRDA_PCola","77","308166"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Starboard","MB-MP1-S3","3","1.44","0","0","13","13","4","","NRDA_PCola","78","308166"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Starboard","MB-MP1-S4","4","1.54","0","0","12","12","1","","NRDA_PCola","79","308166"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Starboard","MB-MP1-S5","5","1.95","0","0","10","10","3","","NRDA_PCola","80","308166"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Port","MB-MP1-P1","1","1.04","0","1","10","11","1","","NRDA_PCola","81","308166"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Port","MB-MP1-P2","2","0.75","0","0","11","11","7","","NRDA_PCola","82","308166"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Port","MB-MP1-P3","3","0.75","0","0","6","6","2","","NRDA_PCola","83","308166"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Port","MB-MP1-P4","4","0.91","0","0","7","7","10","","NRDA_PCola","84","308166"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Port","MB-MP1-P5","5","1.11","0","0","25","25","7","","NRDA_PCola","85","308166"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Bow","MB-MP1-B1","1","0.4","0","0","2","2","1","","NRDA_PCola","86","308166"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Bow","MB-MP1-B2","2","0.16","0","0","0","0","1","","NRDA_PCola","87","308166"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Bow","MB-MP1-B3","3","0.1","0","0","0","0","0","","NRDA_PCola","88","308166"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Bow","MB-MP1-B4","4","0.27","0","0","6","6","0","","NRDA_PCola","89","308166"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Mussel Beds","MBMP","MP1","Bow","MB-MP1-B5","5","0.2","0","1","5","6","0","","NRDA_PCola","90","308166"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Starboard","NNB-MP1-S1","1","2.4","0","21","23","44","2","","NRDA_PCola","91","308172"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Starboard","NNB-MP1-S2","2","2.17","0","10","11","21","2","","NRDA_PCola","92","308172"
"9/21/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Starboard","NNB-MP1-S3","3","2.03","0","17","8","25","5","","NRDA_PCola","93","308172"
"9/21/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Starboard","NNB-MP1-S4","4","2.06","0","15","9","24","3","","NRDA_PCola","94","308172"
"9/21/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Starboard","NNB-MP1-S5","5","3.64","0","13","15","28","5","","NRDA_PCola","95","308172"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Port","NNB-MP1-P1","1","0.85","0","4","17","21","3","","NRDA_PCola","96","308172"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Port","NNB-MP1-P2","2","0.89","0","4","4","8","3","","NRDA_PCola","97","308172"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Port","NNB-MP1-P3","3","0.6","0","7","5","12","3","","NRDA_PCola","98","308172"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Port","NNB-MP1-P4","4","0.7","0","10","7","17","3","","NRDA_PCola","99","308172"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Port","NNB-MP1-P5","5","0.7","0","3","8","11","2","","NRDA_PCola","100","308172"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Bow","NNB-MP1-B1","1","2.33","0","15","50","65","9","","NRDA_PCola","101","308172"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Bow","NNB-MP1-B2","2","2.08","0","17","24","41","8","","NRDA_PCola","102","308172"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Bow","NNB-MP1-B3","3","1.81","0","18","13","31","1","","NRDA_PCola","103","308172"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Bow","NNB-MP1-B4","4","2.18","0","27","14","41","3","","NRDA_PCola","104","308172"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","No Name Bar","NNBMP","MP1","Bow","NNB-MP1-B5","5","2.69","0","20","18","38","4","","NRDA_PCola","105","308172"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Starboard","PNPB-MP1-S1","1","0.18","0","0","0","0","0","","NRDA_PCola","106","308175"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Starboard","PNPB-MP1-S2","2","0.99","0","0","0","0","4","","NRDA_PCola","107","308175"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Starboard","PNPB-MP1-S3","3","0.45","0","0","0","0","1","","NRDA_PCola","108","308175"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Starboard","PNPB-MP1-S4","4","2.01","0","0","0","0","15","","NRDA_PCola","109","308175"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Starboard","PNPB-MP1-S5","5","1.51","0","0","0","0","3","","NRDA_PCola","110","308175"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Port","PNPB-MP1-P1","1","0.55","0","0","0","0","2","","NRDA_PCola","111","308175"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Port","PNPB-MP1-P2","2","0.27","0","0","0","0","0","","NRDA_PCola","112","308175"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Port","PNPB-MP1-P3","3","0.31","0","0","0","0","1","","NRDA_PCola","113","308175"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Port","PNPB-MP1-P4","4","0","0","0","0","0","0","nothing in quadrat","NRDA_PCola","114","308175"
"9/21/2017 12:00:00 AM","9/25/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Port","PNPB-MP1-P5","5","0","0","0","0","0","0","nothing in quadrat","NRDA_PCola","115","308175"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Bow","PNPB-MP1-B1","1","0.34","0","0","1","1","4","","NRDA_PCola","116","308175"
"9/21/2017 12:00:00 AM","9/26/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Bow","PNPB-MP1-B2","2","0.57","0","0","0","0","0","","NRDA_PCola","117","308175"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Bow","PNPB-MP1-B3","3","0.34","0","0","0","0","1","","NRDA_PCola","118","308175"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Bow","PNPB-MP1-B4","4","0.47","0","1","1","2","4","","NRDA_PCola","119","308175"
"9/21/2017 12:00:00 AM","9/28/2017 12:00:00 AM","Round 1","Pensacola","Point No Point Bar","PNPBMP","MP1","Bow","PNPB-MP1-B5","5","0.44","0","1","1","2","0","","NRDA_PCola","120","308175"
"9/21/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","Escribano Point #1","EP1MP","MP1","Starboard","EP1-MP1-S1","1","0.5","0","0","0","0","1","","NRDA_PCola","121","308148"
"9/21/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","Escribano Point #1","EP1MP","MP1","Starboard","EP1-MP1-S2","2","0.29","0","0","0","0","1","","NRDA_PCola","122","308148"
"9/21/2017 12:00:00 AM","9/27/2017 12:00:00 AM","Round 1","Pensacola","Escribano Point #1","EP1MP","MP1","Starboard","EP1-MP1-S3","3","0.51","0","0","0","0","0","","NRDA_PCola","123","308148"
