"Bay","Site","Quadrat","Weight_kg","Adults","Seed","Spat","Total Live","Total Dead","Month","Day","Year","Date","Period","Season"
"St. Andrews","Little Oyster Bar Point",4,1.83,0,15,31,46,7,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Little Oyster Bar Point",5,0.85,0,7,18,25,0,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",1,2.51,4,17,66,87,2,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",2,3.62,1,44,82,127,9,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",3,1.88,0,23,22,45,2,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",4,2.52,0,39,96,135,11,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",5,1.42,0,21,26,47,2,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",1,2.58,0,37,49,86,4,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",2,1.17,0,19,24,43,1,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",3,1.07,0,12,23,35,1,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",4,3.01,9,57,89,155,10,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",5,1.68,0,17,16,33,2,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",1,2.18,4,29,71,104,5,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",2,1.79,0,10,20,30,2,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",3,2.12,0,20,44,64,4,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",4,1.57,0,10,28,38,0,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",5,4.27,4,57,112,173,15,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",1,2.16,6,28,55,89,9,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",2,0.87,0,11,12,23,8,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",3,1.56,0,22,17,39,15,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",4,3.93,3,43,53,99,23,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",5,3.49,0,45,55,100,22,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",1,1.98,3,13,44,60,3,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",2,2.57,0,22,25,47,7,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",3,1.65,0,9,34,43,2,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",4,4.59,5,61,111,177,16,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",5,4.31,0,53,50,103,14,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",1,1.03,0,7,34,41,1,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",2,3.42,2,44,108,154,9,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",3,1.14,0,9,18,27,1,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",4,1.72,2,16,52,70,3,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Goose Point",5,1.19,0,13,53,66,5,"12","30","2019",2019-12-30,8,"Winter"
"St. Andrews","Crooked Creek Point",1,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",2,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",3,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",4,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",5,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",1,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",2,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",3,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",4,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",5,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",1,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",2,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",3,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",4,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Crooked Creek Point",5,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",1,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",2,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",3,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",5,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",1,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",2,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",3,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",5,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",1,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",2,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",3,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","Doyle Bayou",5,0,0,0,0,0,0,"12","16","2019",2019-12-16,8,"Winter"
"St. Andrews","East Power Lines",1,3.87,0,0,56,56,13,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",2,2.35,0,4,32,36,2,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",3,3.73,0,6,74,80,12,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",4,4.87,0,10,64,74,11,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",5,3.87,0,5,34,39,4,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",1,1.94,0,5,38,43,14,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",2,2.86,0,10,76,86,19,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",3,2.86,0,6,16,22,4,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",4,2.31,0,3,22,25,4,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",5,2.84,0,3,24,27,6,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",1,5.91,0,4,41,45,10,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",2,5.63,0,3,41,44,10,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",3,4.53,0,5,19,24,8,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",4,4.48,0,17,59,76,17,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","East Power Lines",5,6.68,0,5,55,60,16,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",1,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",2,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",3,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",4,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",5,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",1,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",2,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",3,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",4,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",5,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",1,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",2,0.36,0,0,1,1,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",3,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",4,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",5,0,0,0,0,0,0,"01","15","2020",2020-01-15,10,"Winter"
"St. Andrews","Newman Bayou Bar",1,2.1,3,11,42,56,17,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",2,3.23,0,7,20,27,2,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",3,2.48,0,5,9,14,0,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",4,1.48,1,5,14,20,2,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",5,0.78,0,8,4,12,1,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",1,3.31,0,28,30,58,14,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",2,4.68,0,8,9,17,2,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",3,3.72,0,12,25,37,6,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",4,2.26,0,4,6,10,1,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",5,3.81,0,7,9,16,4,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",1,1.3,0,0,2,2,0,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",2,1.19,0,3,2,5,1,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",3,2.02,4,10,7,21,2,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",4,1.91,0,5,3,8,0,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Newman Bayou Bar",5,0.87,0,3,4,7,1,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",1,2.14,2,15,91,108,8,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",2,2.87,0,14,128,142,15,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",3,1.4,0,6,40,46,3,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",4,2.6,0,31,121,152,14,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",5,1.46,0,6,57,63,4,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",1,2.21,2,21,113,136,17,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",2,2.56,3,27,136,166,38,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",3,3.05,1,16,141,158,24,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",4,2.9,0,13,116,129,16,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",5,2.37,2,23,129,154,18,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",1,3.98,1,37,157,195,18,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",2,3.81,0,24,159,183,23,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",3,3.79,0,27,219,246,10,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",4,5.17,2,44,223,269,21,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","East Power Lines",5,4.07,0,36,171,207,10,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",1,5.15,0,0,148,148,8,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",2,4.37,0,4,115,119,12,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",3,4.25,0,4,100,104,7,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",4,5.11,0,4,136,140,13,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",5,3.05,0,0,81,81,6,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",1,4,0,4,153,157,16,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",2,4.12,0,1,75,76,24,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",3,6.22,0,15,218,233,12,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",4,7.12,0,22,184,206,7,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",5,7.27,0,23,181,204,14,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",1,4.07,0,3,87,90,6,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",2,4.19,0,5,94,99,3,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",3,6.06,0,28,168,196,3,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",4,3.27,0,7,71,78,4,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",5,5.39,0,16,155,171,9,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",1,3.08,0,2,117,119,7,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",2,3.33,0,0,92,92,14,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",3,0.51,0,0,5,5,0,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",4,4.89,0,2,166,168,6,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",5,5.16,0,2,146,148,6,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",1,3.55,0,6,132,138,11,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",2,5.47,0,5,147,152,8,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",3,3.89,0,2,77,79,6,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",4,6.1,0,1,97,98,26,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",5,5.55,0,3,107,110,6,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",1,4.08,0,7,100,107,8,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",2,5.06,0,13,163,176,13,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",3,3.24,0,9,62,71,5,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",4,4.9,0,16,152,168,4,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","West Bay Point",5,4.38,0,9,178,187,4,"04","12","2018",2018-04-12,6,"Winter"
"St. Andrews","Crooked Creek Point",1,2.95,1,16,29,46,3,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",2,1.87,2,12,8,22,5,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",3,0.7,0,0,3,3,1,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",4,2.35,0,23,26,49,1,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",5,1.75,0,10,20,30,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",1,2.62,2,20,22,44,10,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",2,3.23,0,12,20,32,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",3,1.69,0,7,15,22,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",4,2.54,0,10,18,28,2,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",5,2.14,1,6,36,43,4,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",1,1,0,5,11,16,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",2,1.6,1,13,15,29,1,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",3,2.05,0,7,13,20,3,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",4,1.69,0,10,27,37,10,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Crooked Creek Point",5,0.76,0,2,6,8,3,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Goose Point",1,5.53,1,42,118,161,5,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",2,5.57,0,26,66,92,3,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",3,4.5,0,38,62,100,6,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",4,6.11,7,46,135,188,7,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",5,4.78,0,33,40,73,2,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",1,1.23,0,9,25,34,3,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",2,0.86,2,22,35,59,4,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",3,2.28,3,16,50,69,2,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",4,1.43,0,14,22,36,2,"05","14","2018",2018-05-14,6,"Winter"
