"Date","Site","Quadrat","Weight","Legal","Sublegal","Spat","Total_Live","Full_year","Year","Month","Day","Period","season"
"Jun 14 2018 12:00AM","8 Mile",3,4.71,0,1,0,1,"2018-06-14",2018,6,14,7,"Summer"
"Jun 14 2018 12:00AM","8 Mile",4,5.98,0,1,0,1,"2018-06-14",2018,6,14,7,"Summer"
"Jun 14 2018 12:00AM","8 Mile",5,4.85,0,1,0,1,"2018-06-14",2018,6,14,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",1,3.91,0,8,55,63,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",2,4.19,0,11,40,51,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",3,7.54,0,6,48,54,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",4,9.1,0,4,30,34,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",5,9.91,0,8,55,63,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",1,3.41,0,6,40,46,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",2,4.04,0,4,47,51,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",3,3.94,0,2,32,34,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",4,4.59,0,4,39,43,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",5,7.6,0,9,49,58,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",1,5.55,0,5,49,54,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",2,7.8,0,9,31,40,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",3,5.9,0,7,29,36,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",4,6.56,0,7,34,41,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",5,9.3,0,13,48,61,"2018-06-25",2018,6,25,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",1,3.52,0,0,57,57,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",2,4.26,0,0,28,28,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",3,5.86,0,1,175,176,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",4,4.83,0,0,143,143,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",5,5.34,0,0,155,155,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",1,0.97,0,0,25,25,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",2,1.08,0,0,8,8,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",3,1.14,0,0,14,14,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",4,2.56,0,1,38,39,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",5,2.47,0,0,54,54,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",1,4.66,0,1,126,127,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",2,4.84,0,0,91,91,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",3,6.4,0,1,151,152,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",4,3.14,0,0,80,80,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 2",5,5.55,0,1,151,152,"2018-06-26",2018,6,26,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",1,6.26,0,15,13,28,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",2,6.9,0,34,6,40,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",3,8.25,0,22,14,36,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",4,5.51,0,12,2,14,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",5,9.32,0,31,11,42,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",1,3.55,0,7,8,15,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",2,4.86,0,13,8,21,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",3,3.55,0,13,6,19,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",4,8.49,0,15,60,75,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",5,8.49,0,35,14,49,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",1,3.77,0,5,11,16,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",2,5.93,0,18,6,24,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",3,4.81,0,17,17,34,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",4,4.23,0,6,18,24,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","Cabbage Top",5,4.33,0,17,7,24,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","9 Mile B",1,0,0,0,0,0,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","9 Mile B",2,0,0,0,0,0,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","9 Mile B",3,0.31,0,0,29,29,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","9 Mile B",4,0,0,0,0,0,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","9 Mile B",5,0,0,0,0,0,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",1,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",2,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",3,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",4,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",5,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",1,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",2,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",3,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",4,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2019 12:00AM","9 Mile B",5,0,0,0,0,0,"2019-06-25",2019,6,25,9,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",1,4.51,0,13,39,52,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",2,6.72,0,15,68,83,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",3,4.21,0,4,22,26,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",4,5.36,0,17,33,50,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",5,4.98,0,4,100,104,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",1,8.26,0,11,21,32,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",2,5.12,0,4,18,22,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",3,5.88,0,8,32,40,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",4,6.82,0,3,30,33,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",5,6.68,0,7,47,54,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",1,2.54,0,3,30,33,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",2,3.34,0,6,44,50,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",3,7.24,0,14,74,88,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",4,9.59,0,8,44,52,"2018-06-25",2018,6,25,7,"Summer"
"Jun 25 2018 12:00AM","North Spur 2",5,2.87,0,9,19,28,"2018-06-25",2018,6,25,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",1,4.29,0,0,132,132,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",2,4.84,0,1,121,122,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",3,4.89,0,3,84,87,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",4,1.98,0,0,74,74,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",5,3.16,0,0,68,68,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",1,2.34,0,0,64,64,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",2,4.26,0,2,131,133,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",3,3.13,0,1,74,75,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",4,3.5,0,1,93,94,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",5,4.1,0,0,112,112,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",1,5.44,0,0,121,121,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",2,4.54,0,0,106,106,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",3,4.21,0,0,65,65,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",4,5.54,0,1,69,70,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",5,3.8,0,0,90,90,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",1,4.84,0,1,91,92,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",2,4.51,0,2,86,88,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",3,3.16,0,3,77,80,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",4,2.23,0,1,60,61,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",5,3.7,0,3,53,56,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",1,1.95,0,0,25,25,"2018-06-26",2018,6,26,7,"Summer"
"Jun 27 2018 12:00AM","Hotel Bar 1",2,3.06,0,2,84,86,"2018-06-27",2018,6,27,7,"Summer"
"Jun 28 2018 12:00AM","Hotel Bar 1",3,3.3,0,0,51,51,"2018-06-28",2018,6,28,7,"Summer"
"Jun 29 2018 12:00AM","Hotel Bar 1",4,3.51,0,0,68,68,"2018-06-29",2018,6,29,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",5,3.43,0,0,35,35,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",1,4.14,0,1,199,200,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",2,4.3,0,4,134,138,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",3,4.12,0,1,83,84,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",4,4.44,0,1,117,118,"2018-06-26",2018,6,26,7,"Summer"
"Jun 26 2018 12:00AM","Hotel Bar 1",5,5.26,0,3,120,123,"2018-06-26",2018,6,26,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",1,4.03,0,13,20,33,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",2,5.86,0,26,27,53,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",3,4.12,0,14,21,35,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",4,3.9,0,14,43,57,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",5,2.98,0,10,21,31,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",1,4.13,0,16,38,54,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",2,5.98,0,21,34,55,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",3,6.06,0,28,40,68,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",4,2.39,0,4,11,15,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",5,3.38,0,8,14,22,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",1,3.13,0,14,14,28,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",2,3.52,0,7,27,34,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",3,4.03,0,18,21,39,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",4,2.82,0,10,16,26,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",5,4.46,0,18,39,57,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",1,5,0,15,23,38,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",2,5.1,0,14,33,47,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",3,5.29,0,9,34,43,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",4,3.98,0,14,22,36,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",5,2.57,0,7,9,16,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",1,2.93,0,3,19,22,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",2,2.89,0,1,7,8,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",3,1.91,0,13,11,24,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",4,1.53,0,6,24,30,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",5,1.76,0,9,12,21,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",1,2.96,0,7,13,20,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",2,5.74,0,13,27,40,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",3,2.77,0,12,15,27,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",4,5.19,0,10,22,32,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",5,5.69,0,14,16,30,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",1,3.7,0,2,102,104,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",2,3.49,0,2,42,44,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",3,4.17,0,8,132,140,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",4,3.33,0,1,59,60,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",5,3.72,0,6,66,72,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",1,7.54,0,24,157,181,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",2,4.39,0,10,39,49,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",3,5.04,0,18,105,123,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",4,6.99,0,32,82,114,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",5,5.64,0,32,132,164,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",1,3.42,0,14,66,80,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",2,5.96,0,26,127,153,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",3,3.32,0,18,74,92,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",4,2.59,0,4,37,41,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",5,4.99,0,30,91,121,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",1,2.37,0,1,48,49,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",2,3.14,0,0,33,33,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",3,0.69,0,0,13,13,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",4,3.85,0,1,54,55,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",5,2.98,0,0,28,28,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",1,3.82,0,3,102,105,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",2,3.99,0,12,52,64,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",3,3.95,0,3,103,106,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",4,4.88,0,10,150,160,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",5,5.58,0,1,168,169,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",1,4.95,0,9,77,86,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",2,4.67,0,11,75,86,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",3,5.32,0,1,136,137,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",4,1.92,0,0,53,53,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point Spur",5,4.22,0,1,83,84,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",1,1.68,0,7,9,16,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",2,1.79,0,4,19,23,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",3,5.07,0,9,14,23,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",4,6.37,0,19,22,41,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",5,4.91,0,10,17,27,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",1,1.94,0,12,13,25,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",2,3.58,0,8,17,25,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",3,3.53,0,9,26,35,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",4,3.86,0,5,16,21,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",5,2.33,0,7,11,18,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",1,2.94,0,11,19,30,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",2,5.27,0,10,35,45,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",3,4.81,0,17,26,43,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",4,5.87,0,13,39,52,"2018-08-23",2018,8,23,7,"Summer"
"Aug 23 2018 12:00AM","Cat Point",5,3.23,0,6,22,28,"2018-08-23",2018,8,23,7,"Summer"
"Sep 13 2018 12:00AM","East Hole #1",1,5.4,0,5,48,53,"2018-09-13",2018,9,13,7,"Summer"
"Sep 13 2018 12:00AM","East Hole #1",2,6.3,0,7,67,74,"2018-09-13",2018,9,13,7,"Summer"
"Sep 13 2018 12:00AM","East Hole #1",3,5.62,0,4,60,64,"2018-09-13",2018,9,13,7,"Summer"
"Sep 13 2018 12:00AM","East Hole #1",4,7.96,0,7,54,61,"2018-09-13",2018,9,13,7,"Summer"
